City ID,City,Country,Lat,Lng,Temp,Humidity,Clouds,Wind Speed
4735729,Taylor,US,32.3,-99.83,84.02,48,20,21.92
1056899,Sambava,MG,-14.27,50.17,69.69,87,48,10.58
1234808,Monaragala,LK,6.87,81.35,75.97,81,100,8.03
3139597,Sistranda,NO,63.73,8.83,52.75,81,75,18.34
1688781,City of San Pedro,PH,14.35,121.02,84.61,74,75,1.12
6111867,Port Hawkesbury,CA,45.62,-61.35,69.06,88,1,6.93
3019766,La Baule-Escoublac,FR,47.29,-2.36,61.77,88,1,3.36
1794209,Simao,CN,22.79,100.97,66.72,95,97,0.92
1529626,Baijiantan,CN,45.63,85.18,64.2,38,0,3.13
2456917,Goundam,ML,16.41,-3.67,89.78,41,41,9.46
3163146,Andenes,NO,69.31,16.12,48.2,81,100,13.87
4269392,Chanute,US,37.68,-95.46,61.63,82,90,13.87
933759,Ghanzi,BW,-21.57,21.78,58.17,36,0,5.68
3924908,Pimenta Bueno,BR,-11.67,-61.19,82.72,22,7,1.14
1526041,Atasū,KZ,48.68,71.64,43.11,67,0,7.09
5150529,Cleveland,US,41.5,-81.7,79.09,54,75,9.17
1054329,Vangaindrano,MG,-23.35,47.6,66.42,93,44,4.52
107304,Buraidah,SA,26.33,43.98,78.8,27,0,3.36
60019,Eyl,SO,7.98,49.82,74.84,78,6,17.6
3160491,Botngård,NO,63.77,9.81,52.77,81,75,18.34
1722941,Bulata,PH,9.86,122.4,83.48,73,99,4.29
610864,Khani,GE,41.96,42.96,68.0,94,75,2.24
1492948,Saryg-Sep,RU,51.5,95.6,45.84,62,93,1.5
3456248,Nortelândia,BR,-14.45,-56.8,83.12,24,31,2.46
3105522,Bereda,ES,43.27,-7.54,55.99,100,1,3.0
2191562,Dunedin,NZ,-45.87,170.5,51.01,71,67,5.99
3408368,Acaraú,BR,-2.89,-40.12,77.61,80,0,14.83
2358382,Léo,BF,11.1,-2.1,71.1,97,72,3.51
2208332,Opotiki,NZ,-38.08,177.28,57.0,63,4,4.0
3671387,Puerto Nariño,CO,-3.77,-70.38,82.4,94,75,1.21
3386467,Terra Santa,BR,-2.1,-56.49,82.63,46,69,3.09
203717,Yangambi,CD,0.81,24.43,70.0,98,35,2.33
1326105,Falam,MM,22.92,93.68,61.11,100,100,2.37
3388456,São José da Coroa Grande,BR,-8.9,-35.15,73.89,85,74,6.4
1803567,Linfen,CN,36.09,111.52,75.76,43,72,5.95
6540127,Olbia,IT,40.92,9.49,69.8,94,20,1.12
1737185,Kapit,MY,2.02,112.93,76.75,91,73,1.05
1106643,Quatre Cocos,MU,-20.21,57.76,70.27,94,75,14.99
3698359,Chicama,PE,-7.84,-79.15,62.13,81,38,8.14
2063056,Port Augusta,AU,-32.5,137.77,59.29,76,100,13.87
2186239,New Plymouth,NZ,-39.07,174.08,50.0,77,98,10.0
3429594,Reconquista,AR,-29.15,-59.65,59.43,92,7,8.08
4142290,Dover,US,39.16,-75.52,74.41,83,1,4.7
118743,Rasht,IR,37.28,49.58,69.96,64,0,2.71
1045114,Inhambane,MZ,-23.86,35.38,67.24,86,0,6.55
760680,Radzyń Podlaski,PL,51.78,22.62,57.52,87,28,6.93
1714733,Dingle,PH,11.0,122.67,82.24,79,91,3.53
2630299,Hofn,IS,64.25,-15.21,43.7,61,87,10.29
1151528,Pa Sang,TH,18.53,98.94,73.2,94,75,5.82
4560349,Philadelphia,US,39.95,-75.16,77.72,54,1,4.7
2126710,Beringovskiy,RU,63.05,179.32,49.55,60,87,4.38
4969398,Lewiston,US,44.1,-70.21,66.27,83,40,5.82
1040938,Manjacaze,MZ,-24.71,33.88,62.28,96,0,2.68
408689,Lárdos,GR,36.09,28.02,80.8,61,0,10.29
2121373,Seymchan,RU,62.88,152.43,46.49,55,5,11.97
1513990,Gazli,UZ,40.13,63.45,61.7,29,45,13.35
1992517,Baoning,CN,25.34,110.03,77.0,94,40,0.76
3401845,Conceição do Araguaia,BR,-8.26,-49.26,82.98,28,29,1.45
3930817,Quilmaná,PE,-12.95,-76.38,61.79,73,13,3.62
2018735,Nyurba,RU,63.28,118.33,46.9,73,0,6.11
5830062,Laramie,US,41.31,-105.59,25.95,73,90,17.22
6354897,Rivière-du-Loup,CA,47.83,-69.53,57.25,59,100,3.31
3939761,Hualmay,PE,-11.1,-77.61,61.45,82,38,11.45
2644204,Livingston,GB,55.9,-3.52,61.56,88,75,11.41
580850,Arsk,RU,56.09,49.88,66.2,39,100,13.42
2963902,Granard,IE,53.77,-7.5,61.0,94,100,11.41
2636790,Stornoway,GB,58.21,-6.39,52.3,93,75,9.17
3137469,Sørland,NO,67.67,12.69,51.04,74,100,34.83
3450083,Santa Maria,BR,-29.68,-53.81,64.4,93,75,9.17
1799384,Ninghai,CN,29.29,121.42,73.11,83,16,2.24
2137748,Voh,NC,-20.97,164.7,74.5,61,35,13.65
3388847,São Félix do Xingu,BR,-6.64,-51.99,81.28,31,74,2.04
2037375,Fujin,CN,47.26,132.03,62.11,97,100,7.23
3911925,La Paz,BO,-16.5,-68.15,42.8,70,90,6.93
2093691,Kokoda,PG,-8.88,147.74,76.86,72,96,0.63
4575352,Columbia,US,34.0,-81.03,80.74,51,1,3.36
1223738,Weligama,LK,5.97,80.42,79.11,87,100,10.49
610298,Beyneu,KZ,45.32,55.2,57.67,36,0,0.58
1280037,Shache,CN,38.42,77.24,61.52,32,24,4.61
1490140,Tara,RU,56.89,74.37,40.24,96,53,5.77
1685422,Sulangan,PH,11.14,123.72,83.79,75,100,6.62
1738050,Marabu,MY,4.41,114.01,77.0,100,40,3.36
3981391,Tomatlán,MX,19.93,-105.25,81.32,80,86,4.09
7117100,Vila,PT,42.03,-8.16,60.01,64,47,1.99
1214488,Meulaboh,ID,4.14,96.13,75.24,87,96,2.73
2264557,Ponta do Sol,PT,32.67,-17.1,73.4,78,20,3.36
3174856,Lerici,IT,44.08,9.91,73.42,67,34,7.47
1264976,Leh,IN,34.17,77.58,49.73,43,0,3.78
3407882,Altamira,BR,-3.2,-52.21,80.73,45,43,1.97
2980080,Saint-François,FR,46.42,3.91,51.89,81,0,2.53
5847411,Kahului,US,20.89,-156.47,83.68,43,40,21.92
2446796,Bilma,NE,18.69,12.92,97.97,20,58,6.06
974719,Molteno,ZA,-31.4,26.36,55.81,37,0,4.21
2963295,Killybegs,IE,54.63,-8.45,52.0,97,97,1.01
5870133,Nome,US,64.5,-165.41,51.01,66,90,4.7
155263,Mahonda,TZ,-6.45,39.47,75.67,78,1,11.65
1705276,Luklukan,PH,14.33,122.71,83.28,82,100,8.86
6182212,Williams Lake,CA,52.14,-122.14,71.6,35,20,9.17
286621,Salalah,OM,17.02,54.09,78.8,83,75,1.12
2013923,Ust'-Kut,RU,56.79,105.77,50.32,81,100,1.99
3924895,Plácido de Castro,BR,-10.34,-67.19,84.42,29,62,3.02
3038230,Alençon,FR,48.43,0.08,64.4,77,2,3.15
3395981,Maceió,BR,-9.67,-35.74,71.6,88,20,5.82
1563281,Tuy Hoa,VN,13.08,109.3,80.89,79,100,3.91
2303258,Boma,GH,7.08,-2.17,71.55,97,15,3.58
777019,Vardø,NO,70.37,31.11,51.48,82,83,13.91
1634614,Nabire,ID,-3.37,135.48,84.25,72,26,1.52
5666176,Miles City,US,46.41,-105.84,50.0,37,1,3.36
101312,Turaif,SA,31.67,38.66,82.4,18,34,3.36
687726,Zaozyornoye,UA,45.16,33.28,68.7,56,3,16.42
494884,Shenkursk,RU,62.11,42.9,52.3,97,100,2.51
1487332,Verkhnyaya Inta,RU,65.98,60.31,54.36,95,100,4.81
1513491,Yangi Marg`ilon,UZ,40.43,71.72,60.8,55,0,2.24
1337607,Kudahuvadhoo,MV,2.67,72.89,81.9,78,87,13.98
